date,ticker,sentiment_mean,sentiment_std,news_count,confidence_mean,positive_count,negative_count,neutral_count,corporate_adjustment_mean,total_corporate_events,news_with_corporate_events,positive_ratio,negative_ratio,corporate_events_ratio,sentiment_ma_3,sentiment_ma_7,sentiment_ma_14,sentiment_momentum,sentiment_volatility,corporate_events_ma_7
2020-03-28,AFLT,0.13115312904119492,0.0,1,0.8276364803314209,0,0,1,0.0,0,0,0.0,0.0,0.0,0.11672560125589371,0.14247848701086782,0.16828591541564533,0.014427527785301208,0.033803480525010754,0.0
2020-04-05,AFLT,0.17043510265648365,0.0,1,0.7758651375770569,1,0,0,0.0,0,0,1.0,0.0,0.0,0.12848123473425707,0.13953624129117956,0.16068087338780362,0.04195386792222658,0.0294949067991503,0.0
2020-04-07,AFLT,0.11351140961050987,0.0,1,0.8298146724700928,0,0,1,0.0,0,0,0.0,0.0,0.0,0.13836654710272947,0.1363372581434392,0.1479355728564163,-0.024855137492219598,0.031123848080582998,0.0
2020-04-08,AFLT,0.17795391753315926,0.0,1,0.7690333127975464,1,0,0,0.0,0,0,1.0,0.0,0.0,0.15396680993338427,0.14036556714702222,0.14429764533858921,0.023987107599774987,0.03476219904851861,0.0
2020-04-09,AFLT,0.07958268281072378,0.05420523440852191,2,0.879921168088913,0,0,2,0.0,0,0,0.0,0.0,0.0,0.12368266998479764,0.12737998805407966,0.1391215312871195,-0.04409998717407386,0.03842234900755852,0.0
2020-04-10,AFLT,0.16926303319633007,0.0,1,0.7876272797584534,1,0,0,0.0,0,0,1.0,0.0,0.0,0.14226654451340437,0.1322506781933563,0.1412833421269343,0.0269964886829257,0.04160354402570712,0.0
2020-04-11,AFLT,0.504136748611927,0.0,1,0.5282647013664246,1,0,0,0.0,0,0,1.0,0.0,0.0,0.25099415487299365,0.19229086049433267,0.16960885114080848,0.2531425937389334,0.14207305530114261,0.0
2020-04-17,AFLT,0.20011762157082558,0.0,1,0.7587839961051941,1,0,0,0.0,0,0,1.0,0.0,0.0,0.2911724677930276,0.20214293085570847,0.17231070893328812,-0.091054846222202,0.13949463024580502,0.0
2020-04-18,AFLT,0.09642498381435871,0.0,1,0.8662236928939819,0,0,1,0.0,0,0,0.0,0.0,0.0,0.2668931179990371,0.1915700567354049,0.1655531490132922,-0.17046813418467838,0.14499477547591313,0.0
2020-04-21,AFLT,0.37866819746792313,0.0,1,0.7818768620491028,1,0,0,0.21,1,1,1.0,0.0,1.0,0.22507026761770246,0.2294495978578925,0.18289342800066583,0.15359792985022067,0.1554613853002879,1.0
2020-04-23,AFLT,0.1289718821644783,0.0,1,0.8326613306999207,0,0,1,0.0,0,0,0.0,0.0,0.0,0.20135502114892004,0.22245216423379524,0.1814088656904087,-0.07238313898444174,0.15922241866568362,1.0
2020-04-24,AFLT,0.18290899880230427,0.0,1,0.7614091634750366,1,0,0,0.0,0,0,1.0,0.0,0.0,0.2301830261449019,0.23721306651830673,0.1822965272861932,-0.04727402734259764,0.14817638992710455,1.0
2020-04-25,AFLT,0.08934418112039566,0.0,1,0.8707778453826904,0,0,1,0.0,0,0,0.0,0.0,0.0,0.13374168736239275,0.22579608765031609,0.1790233829218362,-0.04439750624199709,0.15709499439619,1.0
2020-04-28,AFLT,0.12636776641011238,0.0,1,0.824285626411438,0,0,1,0.0,0,0,0.0,0.0,0.0,0.1328736487776041,0.171829090192914,0.18205997534362334,-0.006505882367491722,0.10008199422153971,1.0
2020-05-01,AFLT,0.1721603823825717,0.05835818993161104,2,0.7875397801399231,1,0,1,0.0,0,0,0.5,0.0,0.0,0.12929077663769326,0.16783519888030632,0.1849890648680074,0.04286960574487844,0.09931989056951215,1.0
2020-05-05,AFLT,0.13688923977315426,0.0,1,0.8091430068016052,0,0,1,0.0,0,0,0.0,0.0,0.0,0.1451391295219461,0.17361580687441996,0.18259293180491243,-0.008249889748791844,0.09557803927006854,1.0
2020-05-07,AFLT,0.15468280017375946,0.0,1,0.802829384803772,1,0,0,0.0,0,0,1.0,0.0,0.0,0.15457747410982847,0.1416178929752537,0.1855337454165731,0.00010532606393098831,0.0315062955126752,0.0
2020-05-09,AFLT,0.1819306444376707,0.0,1,0.7769339680671692,1,0,0,0.0,0,0,1.0,0.0,0.0,0.1578342281281948,0.14918343044285262,0.18581779733832393,0.0240964163094759,0.03420627326096035,0.0
2020-05-13,AFLT,0.12905219569802284,0.011409847314899444,2,0.8278135061264038,0,0,2,0.0,0,0,0.0,0.0,0.0,0.155221880103151,0.14148960142795527,0.189351333973131,-0.026169684405128152,0.03128871574873553,0.0
2020-05-14,AFLT,0.26665065810084343,0.0,1,0.6747280359268188,1,0,0,0.0,0,0,1.0,0.0,0.0,0.192544499412179,0.1668190981394478,0.19630759289488195,0.07410615868866444,0.04886881047261513,0.0
2020-05-16,AFLT,0.2059895908460021,0.05476012927930421,2,0.7456052303314209,2,0,0,0.0,0,0,1.0,0.0,0.0,0.20056414821495613,0.17819364448743208,0.17501136734017303,0.005425442631045968,0.047119208662516544,0.0
2020-05-20,AFLT,0.19345453816155592,0.0029301635734047585,3,0.7592117587725321,3,0,0,0.0,0,0,1.0,0.0,0.0,0.22203159570280048,0.18123566674157268,0.1745354328109395,-0.028577057541244566,0.047351586172367385,0.0
2020-05-21,AFLT,0.1272045224905014,0.0,1,0.8295640349388123,0,0,1,0.0,0,0,0.0,0.0,0.0,0.17554955049935314,0.1798521357011937,0.17673397128780685,-0.04834502800885174,0.048976858711490406,0.0
2020-05-23,AFLT,0.21014689281582832,0.0,1,0.7496567368507385,1,0,0,0.0,0,0,1.0,0.0,0.0,0.17693531782262853,0.18777557750720356,0.16469673524122866,0.033211574993199794,0.048712090358967564,0.0
2020-05-26,AFLT,0.10348089908560117,0.0037279832036188365,3,0.8592958052953085,0,0,3,0.0,0,0,0.0,0.0,0.0,0.14694410479731032,0.17656847102833645,0.16287595073559455,-0.043463205711709155,0.05835158010007773,0.0
2020-05-28,AFLT,0.13659649776915708,0.009957831112069927,3,0.8139432668685913,0,0,3,0.0,0,0,0.0,0.0,0.0,0.15007476322352886,0.1776462284670699,0.15956791494751263,-0.01347826545437178,0.057389419318581554,0.0
2020-05-29,AFLT,0.17482217401266098,0.0,1,0.7801046967506409,1,0,0,0.0,0,0,1.0,0.0,0.0,0.1382998569558064,0.16452787359732954,0.16567348586838873,0.036522317056854575,0.04211654632495593,0.0
2020-06-02,AFLT,0.15007236693054438,0.08208378892330309,2,0.804995983839035,1,0,1,0.0,0,0,0.5,0.0,0.0,0.15383034623745415,0.15653969875226417,0.16736667161984814,-0.00375797930690977,0.03804828502563161,0.0
2020-06-03,AFLT,0.12670360940198103,0.05668917718141624,3,0.8329477508862814,2,0,1,0.0,0,0,0.6666666666666666,0.0,0.0,0.15053271678172878,0.14700385178661063,0.16411975926409167,-0.02382910737974775,0.03553634800685996,0.0
2020-06-04,AFLT,0.20293698708216348,0.09394842456395203,3,0.7502477169036865,2,0,1,0.0,0,0,0.6666666666666666,0.0,0.0,0.1599043211382296,0.1578227752997052,0.16883745550044946,0.04303266594393387,0.03977886922208713,0.0
2020-06-09,AFLT,0.23991956934332848,0.0,1,0.7194561958312988,1,0,0,0.0,0,0,1.0,0.0,0.0,0.18985338860915765,0.1620760148036338,0.17492579615541867,0.05006618073417082,0.04720450298785601,0.0
2020-06-12,AFLT,0.1076631173491478,0.0,1,0.8589971661567688,0,0,1,0.0,0,0,0.0,0.0,0.0,0.1835065579248799,0.16267347455556905,0.16962097279195273,-0.07584344057573211,0.046358148744817126,0.0
2020-06-16,AFLT,0.12173735722899437,0.0,1,0.8352726101875305,0,0,1,0.0,0,0,0.0,0.0,0.0,0.1564400146404902,0.16055074019268864,0.16909848432987928,-0.034702657411495835,0.04806017531093717,0.0
2020-06-17,AFLT,0.3272399250417948,0.0,1,0.6282123327255249,1,0,0,0.0,0,0,1.0,0.0,0.0,0.18554679987331232,0.18232470462542202,0.1734262891113758,0.14169312516848245,0.07970942493212886,0.0
2020-06-18,AFLT,0.1733120083808899,0.0,1,0.782193660736084,1,0,0,0.0,0,0,1.0,0.0,0.0,0.20742976355055967,0.18564465340404282,0.1710921760781535,-0.03411775516966978,0.0786187165222413,0.0
2020-06-19,AFLT,0.13399347756057978,0.12623267595873736,2,0.8202049136161804,1,0,1,0.0,0,0,0.5,0.0,0.0,0.21151513699442148,0.1866860631409855,0.16684495746379804,-0.0775216594338417,0.07775133555541579,0.0
2020-06-23,AFLT,0.12018935568630695,0.0,1,0.8369978666305542,0,0,1,0.0,0,0,0.0,0.0,0.0,0.1424982805425922,0.17486497294157743,0.1663438741206413,-0.022308924856285245,0.08108757965183751,0.0
2020-06-24,AFLT,0.18683829344809055,0.05221927246330427,5,0.7662206888198853,4,0,1,0.0,0,0,0.8,0.0,0.0,0.14700704223165909,0.16728193352797202,0.16467897416580288,0.03983125121643147,0.076332513743574,0.0
2020-06-27,AFLT,0.2951131258159876,0.0,1,0.6626076698303223,1,0,0,0.0,0,0,1.0,0.0,0.0,0.20071359165012836,0.194060506166092,0.1783669903608305,0.09439953416585922,0.0843866920175047,0.0
2020-06-30,AFLT,0.06806322932243347,0.018138807682262295,2,0.8902906477451324,0,0,2,0.0,0,0,0.0,0.0,0.0,0.18333821619550386,0.18639277360801185,0.17347175690035024,-0.11527498687307039,0.09395016389883468,0.0
2020-07-01,AFLT,0.1572069814428687,0.03655496138406151,2,0.7876467108726501,1,0,1,0.0,0,0,0.5,0.0,0.0,0.17346111219376326,0.16210235309387958,0.17221352885965077,-0.016254130750894547,0.07052602176470012,0.0
2020-07-02,AFLT,0.3273605322837829,0.0,1,0.8316800594329834,1,0,0,0.21,1,1,1.0,0.0,1.0,0.18421024768302838,0.18410928508000715,0.18487696924202496,0.14315028460075455,0.09454980389997643,1.0
2020-07-03,AFLT,0.2536452999462684,0.10997122082236861,3,0.7698032657305399,3,0,0,0.06999999999999999,1,1,1.0,0.0,0.3333333333333333,0.24607093789097334,0.20120240256367694,0.19394423285233123,0.0075743620552950475,0.09479489529868051,2.0
2020-07-04,AFLT,0.28656244078030185,0.17321531446356359,6,0.772167573372523,5,0,1,0.105,3,2,0.8333333333333334,0.0,0.3333333333333333,0.28918942433678435,0.2249699861485334,0.1999174795450554,-0.0026269835564824984,0.09191061708880856,5.0
2020-07-07,AFLT,0.22961868502199648,0.1836024818465336,3,0.7973003387451172,1,0,2,0.06999999999999999,1,1,0.3333333333333333,0.0,0.3333333333333333,0.25660880858285556,0.23108147065909135,0.19918170209353167,-0.026990123560859086,0.09036177465649686,6.0
2020-07-08,AFLT,0.1881626918911934,0.02521239756154266,2,0.7630791366100311,2,0,0,0.0,0,0,1.0,0.0,0.0,0.23478127256449724,0.21580283724126362,0.2049316717036778,-0.04661858067330385,0.08669814891277543,6.0
2020-07-09,AFLT,0.1790777537971735,0.0,1,0.776851236820221,1,0,0,0.0,0,0,1.0,0.0,0.0,0.1989530435701211,0.2316620550233693,0.20902741431569058,-0.019875289772947613,0.061725940838994915,6.0
2020-07-10,AFLT,0.2524019554257393,0.0,1,0.7006016969680786,1,0,0,0.0,0,0,1.0,0.0,0.0,0.2065474670380354,0.24526133702092226,0.20368184505740092,0.045854488387703896,0.05236498961716418,6.0
2020-07-14,AFLT,0.06428403779864311,0.0,1,0.9036910533905029,0,0,1,0.0,0,0,0.0,0.0,0.0,0.16525458234051862,0.2076789806659023,0.1958941328729547,-0.10097054454187551,0.0736862981748138,5.0
2020-07-15,AFLT,0.1565559757873416,0.039194190566967664,4,0.795427680015564,2,0,2,0.0,0,0,0.5,0.0,0.0,0.157747323003908,0.19380907721462703,0.197505739889152,-0.001191347216566413,0.0727232915459235,4.0
2020-07-16,AFLT,0.20693860763311384,0.15456536978273958,5,0.8328916788101196,2,0,3,0.08399999999999999,2,1,0.4,0.0,0.2,0.1425928737396995,0.18243424390788587,0.20370211502820962,0.06434573389341433,0.061094943989677554,3.0
2020-07-17,AFLT,0.18809198401868343,0.0,1,0.7676419019699097,1,0,0,0.0,0,0,1.0,0.0,0.0,0.18386218914637964,0.17650185805026974,0.20379166435468052,0.004229794872303794,0.057669806098708594,2.0
2020-07-21,AFLT,0.12265589274466038,0.0,1,0.8289308547973633,0,0,1,0.0,0,0,0.0,0.0,0.0,0.1725621614654859,0.16714374388647932,0.19147329056387144,-0.049906268720825514,0.060697655146479096,2.0
2020-07-22,AFLT,0.11161675304174423,0.0,1,0.8420068025588989,0,0,1,0.0,0,0,0.0,0.0,0.0,0.14078820993502936,0.15750645806427513,0.19458425654382222,-0.029171456893285125,0.06376508607808842,2.0
2020-07-23,AFLT,0.1604520697146654,0.0,1,0.7857692241668701,1,0,0,0.0,0,0,1.0,0.0,0.0,0.13157490516702333,0.1443707601055503,0.19481604856323625,0.02887716454764208,0.048634028720899225,2.0
2020-07-25,AFLT,0.17424183804541826,0.027670084348245153,2,0.7729908227920532,2,0,0,0.0,0,0,1.0,0.0,0.0,0.14877022026727596,0.16007901728366103,0.18387899897478163,0.025471617778142303,0.03401657757663119,2.0
2020-07-28,AFLT,0.20303364004939795,0.031024096308427687,2,0.7546291053295135,2,0,0,0.0,0,0,1.0,0.0,0.0,0.17924251593649387,0.16671868360681194,0.18026388041071947,0.023791124112904072,0.037565180938257794,2.0
2020-07-29,AFLT,0.12824831902980804,0.046647510929246704,5,0.8299287796020508,2,0,3,0.0,0,0,0.4,0.0,0.0,0.16850793237487474,0.15547721380633966,0.16895572885711277,-0.0402596133450667,0.0352244921246233,0.0
2020-07-30,AFLT,0.2064458204805851,0.1164016000925646,6,0.781597892443339,5,0,1,0.034999999999999996,1,1,0.8333333333333334,0.0,0.16666666666666666,0.17924259318659705,0.15809919044375417,0.16730052424701197,0.027203227293988053,0.03858009282113813,1.0
2020-07-31,AFLT,0.14178784377872944,0.06896501992727751,2,0.8159026205539703,1,0,1,0.0,0,0,0.5,0.0,0.0,0.15882732776304087,0.16083232630576405,0.16398803509612167,-0.017039483984311432,0.03625852504189967,1.0
2020-08-01,AFLT,0.16802686266601086,0.0,1,0.7852529883384705,1,0,0,0.0,0,0,1.0,0.0,0.0,0.17208684230844182,0.168890913394945,0.16319868572961008,-0.004059979642430961,0.029049058360813767,1.0
2020-08-04,AFLT,0.1839048285037279,0.0,1,0.769423246383667,1,0,0,0.0,0,0,1.0,0.0,0.0,0.16457317831615606,0.17224130750766822,0.15830603380660926,0.019331650187571853,0.029265207810525135,1.0
2020-08-06,AFLT,0.23562461651861666,0.22141630535961485,2,0.8302157521247864,1,0,1,0.105,1,1,0.5,0.0,0.5,0.19585210256278515,0.18101027586098226,0.17054464657232166,0.03977251395583151,0.03788995563038276,2.0
2020-08-07,AFLT,0.12793684471398592,0.02644623469789794,2,0.8297705948352814,0,0,2,0.0,0,0,0.0,0.0,0.0,0.1824887632454435,0.1702821622416377,0.16850042292422482,-0.05455191853145758,0.04110962173823927,2.0
2020-08-08,AFLT,0.1943881204475959,0.13369482254083545,3,0.8314145604769388,2,0,1,0.06999999999999999,1,1,0.6666666666666666,0.0,0.3333333333333333,0.18598319389339948,0.17973070530132168,0.1676039595538307,0.008404926554196418,0.0372588568463537,3.0
2020-08-11,AFLT,0.5550622698664665,0.0,1,0.8246508240699768,1,0,0,0.42,2,1,1.0,0.0,1.0,0.2924624116760161,0.22953305521359044,0.19381612282867233,0.26259985819045034,0.14783295869740506,4.0
2020-08-12,AFLT,0.06445235386490822,0.0,1,0.9010413885116577,0,0,1,0.0,0,0,0.0,0.0,0.0,0.2713009147263235,0.21848512808304457,0.18965872719440433,-0.2068485608614153,0.1580218977622107,4.0
2020-08-13,AFLT,0.10314858332276344,0.0,1,0.8522923588752747,0,0,1,0.0,0,0,0.0,0.0,0.0,0.2408877356847127,0.20921680246258065,0.18905385792876284,-0.13773915236194925,0.16328946180730675,4.0
2020-08-14,AFLT,0.0686807669699192,0.0,1,0.8928952217102051,0,0,1,0.0,0,0,0.0,0.0,0.0,0.07876056805253029,0.19275622224346511,0.18249876487556668,-0.010079801082611084,0.1718496030264888,4.0
2020-08-15,AFLT,0.08616800606250763,0.0,1,0.8694199323654175,0,0,1,0.0,0,0,0.0,0.0,0.0,0.08599911878506343,0.17140527789259238,0.17620777687678735,0.00016888727744419907,0.17489331280829515,3.0
2020-08-19,AFLT,0.07923304196447134,0.006396934080239107,2,0.8826180100440979,0,0,2,0.0,0,0,0.0,0.0,0.0,0.07802727166563272,0.16444759178551888,0.1673648770135783,0.0012057702988386154,0.17785451723791712,3.0
2020-08-22,AFLT,0.08375635743141174,0.0,1,0.8778788447380066,0,0,1,0.0,0,0,0.0,0.0,0.0,0.08305246848613024,0.14864305421177829,0.16418687975655,0.0007038889452815056,0.1796568636786906,2.0
2020-08-26,AFLT,0.10633252002298832,0.0,1,0.8549330234527588,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0897739731396238,0.08453880423413855,0.15703592972386451,0.016558546883364514,0.01585165814029505,0.0
2020-08-27,AFLT,0.14900741819292307,0.06663576302285912,4,0.8060638308525085,2,0,2,0.0,0,0,0.5,0.0,0.0,0.11303209854910772,0.09661809913814068,0.1575516136105926,0.035975319643815354,0.02658013523437797,0.0
2020-08-28,AFLT,0.15670448821038008,0.0029677900942298428,2,0.7938622534275055,2,0,0,0.0,0,0,1.0,0.0,0.0,0.13734814214209715,0.10426894269351449,0.15674287257804756,0.01935634606828293,0.035111727890550073,0.0
2020-09-01,AFLT,0.16920233798027037,0.1359544396296919,5,0.8318237066268921,2,0,3,0.041999999999999996,1,1,0.4,0.0,0.2,0.15830474812785786,0.11862916712356465,0.15569269468351488,0.010897589852412515,0.03852124060204291,1.0
2020-09-02,AFLT,0.2558858171105385,0.0,1,0.6933673620223999,1,0,0,0.0,0,0,1.0,0.0,0.0,0.19393088110039633,0.14287456870185475,0.15713992329722357,0.06195493601014215,0.06133799851300672,1.0
2020-09-03,AFLT,0.1677335426211357,0.0,1,0.7905181050300598,1,0,0,0.0,0,0,1.0,0.0,0.0,0.1976072325706482,0.15551749736709253,0.1599825445763057,-0.029873689949512477,0.05480711558381207,1.0
2020-09-04,AFLT,0.14441459253430367,0.0,1,0.8128697872161865,0,0,1,0.0,0,0,0.0,0.0,0.0,0.18934465075532594,0.1641829595246485,0.1564130068682134,-0.04493005822102228,0.04559038853701028,1.0
2020-09-05,AFLT,0.14044144563376904,0.0,1,0.8167885541915894,0,0,1,0.0,0,0,0.0,0.0,0.0,0.1508631935964028,0.16905566318333148,0.12679723370873502,-0.01042174796263376,0.039836508812920834,1.0
2020-09-11,AFLT,0.42470147233456373,0.4774944509398126,2,0.8509247004985809,1,0,1,0.315,3,1,0.5,0.0,0.5,0.23651917016754545,0.20844052806070873,0.1525293135994247,0.18818230216701828,0.10296954173115092,4.0
2020-09-12,AFLT,0.15550018101930618,0.0,1,0.8058754801750183,1,0,0,0.0,0,0,1.0,0.0,0.0,0.24021436632921297,0.2082684841762696,0.15626871343489204,-0.08471418530990679,0.10307134622655119,4.0
2020-09-15,AFLT,0.13739714324474334,0.03279091296300289,5,0.8180403470993042,1,0,4,0.0,0,0,0.2,0.0,0.0,0.23919959886620443,0.2037248849283372,0.1611770260259509,-0.10180245562146109,0.10574677899402445,3.0
2020-09-16,AFLT,0.17517674304544925,0.06811929539511155,5,0.7773983120918274,2,0,3,0.0,0,0,0.4,0.0,0.0,0.15602468910316625,0.19219501720475302,0.1675347929533039,0.019152053942283004,0.10348748411962047,3.0
2020-09-17,AFLT,0.14130069129168987,0.0,1,0.815936267375946,0,0,1,0.0,0,0,0.0,0.0,0.0,0.15129152586062747,0.18841889558626074,0.17196819647667663,-0.009990834568937595,0.10500000890987964,3.0
2020-09-19,AFLT,0.1464483793824911,0.0,1,0.8029714822769165,0,0,1,0.0,0,0,0.0,0.0,0.0,0.15430860457321008,0.18870943656457323,0.17644619804461087,-0.007860225190718967,0.10486067412790387,3.0
2020-09-22,AFLT,0.1488376734778285,0.03740649438326915,4,0.803937166929245,1,0,3,0.0,0,0,0.25,0.0,0.0,0.1455289147173365,0.18990889768515315,0.17948228043424233,0.0033087587604919977,0.104262851698357,3.0
2020-09-23,AFLT,0.14159440249204636,0.044691048719294225,4,0.8130790442228317,2,0,2,0.0,0,0,0.5,0.0,0.0,0.14562681845078865,0.14946503056479352,0.17895277931275114,-0.004032415958742291,0.012788315548201123,0.0
2020-09-24,AFLT,0.13951092648009458,0.05829632370193332,3,0.8184345960617065,2,0,1,0.0,0,0,0.6666666666666666,0.0,0.0,0.1433143341499898,0.14718085134490616,0.17772466776058787,-0.0038034076698952313,0.012957526201160986,0.0
2020-09-29,AFLT,0.5462153331190347,0.0,1,0.8341041803359985,1,0,0,0.42,2,1,1.0,0.0,1.0,0.2757735540303919,0.20558344989837635,0.20465416741335676,0.2704417790886428,0.15070066190271364,2.0
